ïΩå¥
í êMëŒêÌóp

0,-1,3
6

3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3

6,7,-1,0
7,7,-1,0
8,7,-1,0
9,7,-1,0
10,7,-1,0
11,7,-1,0
12,7,-1,0
6,8,-1,0
7,8,-1,0
8,8,-1,0
9,8,-1,0
10,8,-1,0
11,8,-1,0
12,8,-1,0
