ñhâqêÌÇP
ínå`ÇäàópÇµÇƒÇ≠ÇæÇ≥Ç¢

0,-1,1
7

3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2
3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2
3,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2
3,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2
3,3,3,3,0,3,0,0,0,0,0,3,0,1,1,1,1,1,1,2
3,3,3,3,3,0,3,0,0,0,3,0,3,1,1,1,1,1,1,2
3,3,3,3,3,0,3,0,0,0,3,0,3,1,1,1,1,1,1,2
3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2
3,3,3,3,0,0,0,0,4,0,0,0,0,0,1,1,1,1,1,2

8,1,0,1
9,1,0,1
5,2,1,1
6,2,1,1
7,2,1,1
8,2,0,1
9,2,0,1
10,2,1,1
11,2,1,1
12,2,1,1
5,8,-1,0
6,8,-1,0
7,8,-1,0
8,8,-1,0
9,8,-1,0
10,8,-1,0
11,8,-1,0
