チュートリアル６
川マスは草原マスより移動コストが高く\n川マスに乗っているユニットは、回避と防御がダウンします

0,-1,0
6

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,1,2,1
8,1,2,1
6,2,1,1
7,2,0,1
8,2,0,1
9,2,1,1
6,7,-1,0
7,7,-1,0
8,7,-1,0
9,7,-1,0
6,8,-1,0
7,8,-1,0
8,8,-1,0
9,8,-1,0
