野戦１
「連携」や「挟撃」を活用してください

0,-1,0
0

3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2

7,1,1,1
8,1,0,1
9,1,0,1
10,1,0,1
11,1,0,1
12,1,1,1
7,7,1,0
8,7,1,0
9,7,0,0
10,7,0,0
11,7,1,0
12,7,1,0
