渡河作戦２
自軍ユニットが川マスに乗った状態での\n戦闘を避けてください

0,-1,2
0

3,3,3,3,3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
3,3,3,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,0,2,1
10,0,2,1
11,0,2,1
9,1,0,1
10,1,0,1
11,1,0,1
8,7,1,0
9,7,1,0
10,7,1,0
11,7,1,0
12,7,1,0
13,7,1,0
